20 20 6
15 20 11
15 40 11
20 40 6

20 20 6
25 20 11
25 40 11
20 40 6

20 20 6
25 20 6
25 40 6
20 40 6

20 20 6
25 20 1
25 40 1
20 40 6

20 20 6
15 20 1
15 40 1
20 40 6

20 20 6
15 20 11
15 40 11
20 40 6

